    HIP   V     RA (deg)    Dec (deg)   Par(mas) B-V   M_V  Sp
   6692  4.72  21.48293404  68.12994739  16.89  1.05   0.86 K0III       
   6702  6.34  21.53590855  34.57990693  26.14  0.50   3.43 F7V         
   6706  5.35  21.56366085  19.17232096  38.35  0.40   3.27 F2V:var     
   6711  5.98  21.57749566  43.45788606  24.21  0.52   2.90 F7V         
   6733  6.90  21.67921463  43.69197059  16.13  0.39   2.94 F2          
   6744  8.41  21.70511682 -29.47450648  24.51  0.72   5.36 G5V         
   6748  5.51  21.71481835 -13.05653391  27.55  0.32   2.71 F0V         
   6752  7.52  21.72422621  37.49240880  18.57  0.55   3.86 F8          
   6762  7.96  21.75571899  -0.15671666  33.59  0.74   5.59 G5          
   6776  6.27  21.77589490  34.37757818  23.45  0.45   3.12 F7IVsvar    
   6794  6.42  21.86110539  41.10109784  17.91  0.31   2.69 Am...       
   6795  9.14  21.86346004 -25.93656338  24.14  0.86   6.05 K0V         
   6813  4.83  21.91285470  45.40695287  35.33  0.42   2.57 F5IV        
   6862  6.90  22.07964796  30.55784315  22.52  0.51   3.66 F5          
   6869  6.60  22.10121023  17.07934224  19.99  0.53   3.10 F8IV-V      
   6878  6.66  22.14299164  42.26792878  29.26  0.51   3.99 F8          
   6913  8.40  22.25518267  86.93306587  23.97  0.71   5.30 G0          
   6914  7.24  22.25693873  74.20533813  17.25  0.67   3.42 G5          
   6917  7.74  22.26920867  21.72361547  43.16  0.97   5.92 K2V         
   6943  7.18  22.35975641  42.28205058  22.04  0.45   3.90 F5          
   6975  7.62  22.45285280  23.69056180  21.66  0.56   4.30 F8          
   6978  7.93  22.46337870  31.00733300  23.40  0.71   4.78 G5          
   7018  9.41  22.60409150 -29.25940999  28.66  0.86   6.70 K0V         
   7040  7.91  22.69189073 -59.65937826  15.85  0.60   3.91 G0V         
   7076  8.15  22.79590568  -9.31206378  22.17  0.63   4.88 G0          
   7082  7.24  22.81247885 -65.11866698  14.48  0.89   3.04 G8/K0IV     
   7090  7.32  22.83085664  29.41330395  23.18  0.62   4.15 G0V         
   7143  6.78  23.01271973  16.94770727  17.15  0.93   2.95 G5          
   7183  7.78  23.13664908 -49.52800433  20.49  0.64   4.34 G1/G2IV/V   
   7228 10.00  23.28823888 -24.91381749  28.69  1.17   7.29 K2          
   7235  6.97  23.31514505 -24.17757411  51.27  0.77   5.52 K0V         
   7244  7.63  23.32927984  23.97550045  30.13  0.67   5.02 G0          
   7276  5.75  23.42805448  -7.02514279  33.71  0.64   3.39 G2IV        
   7283  6.46  23.45214999  89.01571833  10.15  0.11   1.49 A3V         
   7294  4.68  23.48302496  59.23209665  15.96  0.99   0.70 K0III       
   7339  6.52  23.64116285  68.94785738  47.65  0.69   4.91 G6V         
   7345  5.62  23.65717247 -15.67635270  16.32  0.07   1.68 A1V         
   7357  6.90  23.70309634   0.94542483  27.26  0.53   4.08 F8V         
   7370  6.74  23.74216541  33.11818983  20.91  0.63   3.34 G0          
   7387  6.03  23.81128987 -58.13939438  24.72  0.38   3.00 F2V         
   7396  8.77  23.83701944 -21.20091563  28.63  0.78   6.05 K0V         
   7404  7.17  23.85901886 -13.38112035  27.36  0.59   4.36 G0V         
   7426  8.83  23.91976291 -65.29353386  20.46  0.76   5.38 G6V         
   7429  7.85  23.92425950 -55.23844148  20.82  0.56   4.44 F8/G0V      
   7443  6.43  23.96083226 -39.94700724  26.54  0.41   3.55 F3/F5V      
   7446  7.15  23.97042741 -17.53197680  23.30  0.71   3.99 G6IV        
   7447  5.95  23.97777176  17.43378965  16.75  0.26   2.07 F0IV        
   7513  4.10  24.19990413  41.40638491  74.25  0.54   3.45 F8V         
   7554 10.39  24.33490489 -49.19594129  45.79  1.42   8.69 M:          
   7564  6.99  24.35512689  25.16827394  23.80  0.90   3.87 K0IV        
   7576  7.66  24.39735704  -6.76018613  42.35  0.80   5.79 G5          
   7585  6.77  24.42002999  12.07836601  38.86  0.65   4.72 G5V         
   7599  7.33  24.47330813 -60.51154249  25.39  0.63   4.35 G1V         
   7601  5.88  24.47908355 -82.97528876  36.86  0.62   3.71 G2V         
   7607  3.59  24.49792651  48.62848641  18.76  1.27  -0.04 K3III       
   7669  7.35  24.68680807  -5.73525633  18.95  0.47   3.74 F5          
   7699  7.08  24.78136774 -56.42929868  20.37  0.47   3.62 F5V         
   7733  7.74  24.89851037  28.11067481  29.41  0.73   5.08 G8V         
   7734  6.60  24.89931748  45.87832743  46.73  0.69   4.95 G5IV        
   7744  8.53  24.92607729  65.16003065  22.58  0.77   5.30 G5          
   7759  7.85  24.97691301  -9.97245897  21.16  0.61   4.48 F8          
